Driver,driver_URL,Season,Age,Primary Sponsor,Car #s,Owner(s),Car(s),Races,P,W,Pod,T5,T10,RAF,AvSt,AvFn,Adj_Pts,RAF+,Start-,Finish-,Pts+,W vs. All,L vs. All,W% vs. All,W vs. Car,L vs. Car,W% vs. Car,W vs. Grid,L vs. Grid,W% vs. Grid,W vs. Team,L vs. Team,W% vs. Team,tmate_W_vs_all,tmate_L_vs_all,SOS%,Adj W%,Composite%
Ferrel Harris,"<a href=""https://www.racing-reference.info/driver/Ferrel_Harris/"">Ferrel Harris</a>",1982,41,Price Racing,40,D.K. Ulrich,Buick,1,0,0,0,0,0,1,40,23,11.64866536,175.9075908,215.7785537,124.0726684,44.09522337,17,22,0.435897436,8,14,0.363636364,2,2,0.5,0,1,0,25,14,0.631578947,0,0.356521739
Frank Hill,"<a href=""https://www.racing-reference.info/driver/Frank_Hill/"">Frank Hill</a>",1978,29,,2,Fife,Chevrolet,1,0,0,0,0,0,0,39,37,1.763042309,0,210.2080065,199.4281087,6.673387251,4,36,0.1,2,13,0.133333333,1,3,0.25,0,0,,0,0,,,0.139534884
Frank James,"<a href=""https://www.racing-reference.info/driver/Frank_James/"">Frank James</a>",1972,34,,"0, 00W",Jim Calder,Chevrolet,2,0,0,0,0,1,1,16.5,17,24.32570624,92.97971919,81.67434907,84.14932935,99.32321327,46,32,0.58974359,11,9,0.55,3,5,0.375,0,0,,0,0,,,0.533333333
Frank Kimmel,"<a href=""https://www.racing-reference.info/driver/Frank_Kimmel/"">Frank Kimmel</a>",1998,36,Winston / No Bull,23,Travis Carter,Ford,1,0,0,0,0,0,1,36,31,5.105407172,121.9072165,163.6363636,140.9090909,23.13663931,12,30,0.285714286,6,15,0.285714286,1,3,0.25,0,0,,0,0,,,0.28
Frank Kimmel,"<a href=""https://www.racing-reference.info/driver/Frank_Kimmel/"">Frank Kimmel</a>",2002,40,"Pork, the Other White Meat","26, 46","Travis Carter, Larry Clement",Ford,6,0,0,0,0,0,3,36.66666667,36.5,2.647495231,60.61080658,166.6666667,165.9090909,11.9978956,39,213,0.154761905,14,66,0.175,4,14,0.222222222,0,0,,0,0,,,0.171487603
Frank Warren,"<a href=""https://www.racing-reference.info/driver/Frank_Warren/"">Frank Warren</a>",1972,37,,79,Frank Warren,"Dodge, Plymouth",30,0,0,0,0,2,17,23.53333333,22.7,14.34555316,105.3770151,116.4890716,112.3641045,58.57369246,471,651,0.419786096,122,125,0.493927126,55,63,0.466101695,0,1,0,21,18,0.526315789,0,0.444391635
Frank Warren,"<a href=""https://www.racing-reference.info/driver/Frank_Warren/"">Frank Warren</a>",1973,38,Warren Racing,"79, 0, 84, 40","Frank Warren, Eddie Bond, Buster Davis, D.K. Ulrich","Dodge, Ford",26,0,0,0,0,0,17,27.03846154,21.42307692,15.44636328,120.8144796,134.2994927,106.4079907,62.57747191,431,531,0.448024948,93,131,0.415178571,47,53,0.47,0,0,,0,0,,,0.444751381
Frank Warren,"<a href=""https://www.racing-reference.info/driver/Frank_Warren/"">Frank Warren</a>",1974,39,Hinson Construction,79,Frank Warren,Dodge,29,0,0,0,1,2,17,23.4137931,18.10344828,19.76727387,126.5593561,124.3158989,96.12054035,75.44729746,513,496,0.508424182,125,91,0.578703704,66,50,0.568965517,0,0,,0,0,,,0.539107612
Frank Warren,"<a href=""https://www.racing-reference.info/driver/Frank_Warren/"">Frank Warren</a>",1975,40,Warren Racing,"79, 7","Frank Warren, Dean Dalton","Dodge, Ford",28,0,0,0,0,0,22,22.17857143,16.85714286,20.67584663,150.7994758,119.7233097,90.99742699,77.32477943,499,444,0.529162248,98,79,0.553672316,68,44,0.607142857,0,0,,0,0,,,0.554154728
Frank Warren,"<a href=""https://www.racing-reference.info/driver/Frank_Warren/"">Frank Warren</a>",1976,41,Native Tan,"79, 7, 19","Frank Warren, Dean Dalton, Henley Gray","Dodge, Chevrolet",30,0,0,0,0,3,24,21.86666667,18.36666667,19.2971411,133.2913386,118.890659,99.86090412,72.53753628,507,521,0.493190661,88,86,0.505747126,60,60,0.5,0,0,,0,0,,,0.497306034
Frank Warren,"<a href=""https://www.racing-reference.info/driver/Frank_Warren/"">Frank Warren</a>",1977,42,Native Tan,79,Frank Warren,Dodge,29,0,0,0,0,1,17,24.20689655,21.34482759,15.94632583,97.12195384,130.5291909,115.0962523,60.25042907,413,590,0.411764706,49,77,0.388888889,57,59,0.49137931,0,0,,0,0,,,0.429901105
Frank Warren,"<a href=""https://www.racing-reference.info/driver/Frank_Warren/"">Frank Warren</a>",1978,43,Native Tan,"79, 19",Frank Warren,Dodge,30,0,0,0,0,0,23,25.93333333,20.6,15.93396789,123.8998483,139.7793411,111.032947,60.31252772,447,588,0.431884058,39,64,0.378640777,64,56,0.533333333,0,0,,0,0,,,0.453805927
Frank Warren,"<a href=""https://www.racing-reference.info/driver/Frank_Warren/"">Frank Warren</a>",1979,44,Native Tan,79,Frank Warren,Dodge,31,0,0,0,0,3,21,23.90322581,20,16.85565673,112.7300613,130.5694004,109.2483512,62.98723159,465,589,0.441176471,25,25,0.5,60,63,0.487804878,0,0,,0,0,,,0.458687728
Frank Warren,"<a href=""https://www.racing-reference.info/driver/Frank_Warren/"">Frank Warren</a>",1980,45,Warren Racing,"79, 9",Frank Warren,Dodge,7,0,0,0,0,0,4,28.57142857,24,11.61599027,95.23809524,151.5582078,127.3088946,44.66179034,105,161,0.394736842,4,9,0.307692308,15,13,0.535714286,0,0,,0,0,,,0.428217822
Fred Drake,"<a href=""https://www.racing-reference.info/driver/Fred_Drake/"">Fred Drake</a>",1972,,Blank & Kalashian,66,Vernon Blank,Pontiac,1,0,0,0,0,0,0,33,26,8.822015575,0,163.3486981,128.6989743,36.02078089,7,25,0.21875,0,0,,1,1,0.5,0,0,,0,0,,,0.275
Fred Lorenzen,"<a href=""https://www.racing-reference.info/driver/Fred_Lorenzen/"">Fred Lorenzen</a>",1972,37,Lemon Tree Inn,"28, 90","Hoss Ellington, Junie Donlavey","Ford, Chevrolet",8,0,0,0,3,4,4,9,14,37.1325879,92.97971919,44.54964495,69.2994477,151.6144243,213,104,0.67192429,41,20,0.672131148,18,14,0.5625,0,0,,0,0,,,0.647266314
Freddie Crawford,"<a href=""https://www.racing-reference.info/driver/Freddie_Crawford/"">Freddie Crawford</a>",1990,33,Josiah,48,James Hylton,Chevrolet,1,0,0,0,0,0,0,36,36,2.255175294,0,181.114677,181.114677,9.160997322,0,35,0,0,8,0,0,0,,0,0,,0,0,,,0
Freddy Smith,"<a href=""https://www.racing-reference.info/driver/Freddy_Smith/"">Freddy Smith</a>",1979,32,Petty's of Spartanburg,0,Marvin Petty,Chevrolet,2,0,0,0,0,0,2,34,17,19.49905822,166.4110429,185.722197,92.86109852,72.8652532,44,32,0.578947368,24,22,0.52173913,5,3,0.625,0,0,,0,0,,,0.56
Friday Hassler,"<a href=""https://www.racing-reference.info/driver/Friday_Hassler/"">Friday Hassler</a>",1972,37,See Rock City,39,Friday Hassler,Chevrolet,1,0,0,0,0,1,1,7,9,38.94625727,185.9594384,34.64972385,44.54964495,159.0197373,31,8,0.794871795,7,1,0.875,1,3,0.25,0,0,,0,0,,,0.690140845
G.C. Spencer,"<a href=""https://www.racing-reference.info/driver/G_C_Spencer/"">G.C. Spencer</a>",1972,46,,"49, 0","G.C. Spencer, George Altheide","Plymouth, Dodge",10,0,0,0,0,1,2,21,28.9,10.04151593,37.19188768,103.9491715,143.0538599,41.00006875,91,279,0.245945946,13,33,0.282608696,8,32,0.2,0,0,,0,0,,,0.239549839
G.C. Spencer,"<a href=""https://www.racing-reference.info/driver/G_C_Spencer/"">G.C. Spencer</a>",1973,47,,49,G.C. Spencer,Dodge,10,0,0,0,0,1,2,18.5,27,12.00427461,36.9550173,91.88912659,134.108455,48.63262269,124,260,0.322916667,31,61,0.336956522,11,29,0.275,0,0,,0,0,,,0.315934066
G.C. Spencer,"<a href=""https://www.racing-reference.info/driver/G_C_Spencer/"">G.C. Spencer</a>",1974,48,Spencer Antiques,49,G.C. Spencer,Dodge,10,0,0,0,0,1,1,20,29,10.03583196,21.58953722,106.1903112,153.9759513,38.30454337,93,280,0.249329759,19,65,0.226190476,8,32,0.2,0,0,,0,0,,,0.232524964
G.C. Spencer,"<a href=""https://www.racing-reference.info/driver/G_C_Spencer/"">G.C. Spencer</a>",1975,49,Spencer Racing,49,G.C. Spencer,Dodge,9,0,0,0,0,1,1,27,31.11111111,8.476253817,21.32517839,145.7501161,167.9425206,31.70000574,94,271,0.257534247,16,44,0.266666667,9,27,0.25,0,0,,0,0,,,0.257551669
G.C. Spencer,"<a href=""https://www.racing-reference.info/driver/G_C_Spencer/"">G.C. Spencer</a>",1976,50,Rowe for N.C. Senate,49,G.C. Spencer,Dodge,4,0,0,0,0,0,1,26.5,27.75,8.804657162,41.65354331,144.0824297,150.8787707,33.09651595,41,107,0.277027027,6,12,0.333333333,6,10,0.375,0,0,,0,0,,,0.310483871
G.C. Spencer,"<a href=""https://www.racing-reference.info/driver/G_C_Spencer/"">G.C. Spencer</a>",1977,51,Lady & Son Auction,49,G.C. Spencer,Dodge,8,0,0,0,0,1,5,23,21.75,16.41020126,103.549142,124.0213252,117.2810358,62.00310198,146,166,0.467948718,18,23,0.43902439,17,15,0.53125,0,0,,0,0,,,0.478927203
G.T. Tallas,"<a href=""https://www.racing-reference.info/driver/G_T_Tallas/"">G.T. Tallas</a>",1972,28,Richard's Service Center,23W,G.T. Tallas,Ford,1,0,0,0,0,0,0,20,40,0.4125661,0,98.999211,197.998422,1.684530362,11,39,0.22,3,12,0.2,2,2,0.5,0,0,,0,0,,,0.260416667
G.T. Tallas,"<a href=""https://www.racing-reference.info/driver/G_T_Tallas/"">G.T. Tallas</a>",1975,31,U.S. Borax,20,G.T. Tallas,Ford,1,0,0,0,0,0,0,31,29,6.467812282,0,167.3427259,156.546421,24.18871484,6,28,0.176470588,2,5,0.285714286,0,4,0,0,0,,0,0,,,0.15625
Garrett Smithley,"<a href=""https://www.racing-reference.info/driver/Garrett_Smithley/"">Garrett Smithley</a>",2018,26,Victory Lane Quick Oil Change,"99, 7","StarCom Racing, Jay Robinson",Chevrolet,3,0,0,0,0,0,2,36.66666667,35.66666667,2.525008856,77.98216276,183.7931446,178.7806043,10.35050305,11,104,0.095652174,7,47,0.12962963,3,8,0.272727273,1,2,0.333333333,18,97,0.142857143,0.076923077,0.129181929
Garrett Smithley,"<a href=""https://www.racing-reference.info/driver/Garrett_Smithley/"">Garrett Smithley</a>",2019,27,Honest Abe Roofing,"77, 15, 54, 52, 51","Spire Motorsports, Jay Robinson, Rick Ware","Chevrolet, Ford",14,0,0,0,0,0,12,35.92857143,33.5,3.682781641,98.24394874,182.4590733,170.1258556,14.89945625,72,455,0.136622391,28,196,0.125,14,32,0.304347826,5,14,0.263157895,164,563,0.211864407,0.087596356,0.143970808
Garrett Smithley,"<a href=""https://www.racing-reference.info/driver/Garrett_Smithley/"">Garrett Smithley</a>",2020,28,Victory Lane Quick Oil Change / Kendall Oil,"51, 53, 77, 78, 7","Rick Ware, Spire Motorsports, B.J. McLeod, Tommy Baldwin, Jr.","Chevrolet, Ford",26,0,0,0,0,0,18,34,33.61538462,3.74031803,80.37135279,168.7587756,166.8497397,15.48948879,149,848,0.149448345,75,342,0.179856115,24,72,0.25,13,32,0.288888889,347,1378,0.1875,0.085714286,0.155609637
Garrett Smithley,"<a href=""https://www.racing-reference.info/driver/Garrett_Smithley/"">Garrett Smithley</a>",2021,29,Boom Mobile,"53, 51, 15",Rick Ware,"Chevrolet, Ford",27,0,0,0,0,0,26,34.14814815,31.25925926,5.104132017,110.7968201,173.1190942,158.4734441,20.69015333,190,817,0.188679245,91,360,0.201773836,38,49,0.436781609,49,32,0.604938272,534,2487,0.170748299,0.239713879,0.234919557
Garrett Smithley,"<a href=""https://www.racing-reference.info/driver/Garrett_Smithley/"">Garrett Smithley</a>",2022,30,Jacob Companies,15,Rick Ware,Ford,6,0,0,0,0,0,6,33.5,27.66666667,7.939160607,120.7305936,177.4532195,146.5534052,30.8325696,51,160,0.241706161,19,65,0.226190476,6,15,0.285714286,2,4,0.333333333,42,169,0.185365854,0.102150538,0.219689538
Gary Baker,"<a href=""https://www.racing-reference.info/driver/Gary_Baker/"">Gary Baker</a>",1980,34,Waylon Jennings,4,G.C. Spencer,Chevrolet,1,0,0,0,0,0,0,15,22,12.72130226,0,79.56805911,116.69982,48.91155391,20,21,0.487804878,0,5,0,3,1,0.75,0,0,,0,0,,,0.47761194
Gary Balough,"<a href=""https://www.racing-reference.info/driver/Gary_Balough/"">Gary Balough</a>",1979,31,Fast Lane Ltd.,87,Billie Harvey,Oldsmobile,3,0,0,0,0,0,1,22.33333333,28.66666667,8.888742017,55.47034765,121.9939922,156.5893034,33.21598564,35,83,0.296610169,14,29,0.325581395,3,9,0.25,0,0,,0,0,,,0.297619048
Gary Balough,"<a href=""https://www.racing-reference.info/driver/Gary_Balough/"">Gary Balough</a>",1980,32,Tri-City Aluminum,87,Billie Harvey,Chevrolet,1,0,0,0,0,0,0,8,39,0.843109474,0,42.43629819,206.8769537,3.2416331,1,38,0.025641026,0,25,0,0,4,0,0,0,,0,0,,,0.00952381
Gary Balough,"<a href=""https://www.racing-reference.info/driver/Gary_Balough/"">Gary Balough</a>",1981,33,Chaparral Trailers,75,Rahmoc Enterprises,"Chevrolet, Buick",10,0,0,0,0,1,5,17.4,21.6,15.67725407,85.37151703,93.63875878,116.2412178,59.43885247,161,206,0.438692098,66,107,0.38150289,12,25,0.324324324,0,0,,0,0,,,0.396051103
Gary Balough,"<a href=""https://www.racing-reference.info/driver/Gary_Balough/"">Gary Balough</a>",1982,34,,75,Rahmoc Enterprises,"Pontiac, Buick",5,0,0,0,0,1,2,21.2,17,25.11705147,70.3630363,114.3626335,91.70588533,95.07887475,93,80,0.537572254,36,28,0.5625,12,8,0.6,0,0,,0,0,,,0.559055118
Gary Balough,"<a href=""https://www.racing-reference.info/driver/Gary_Balough/"">Gary Balough</a>",1991,43,Terminal Trucking,"13, 27",Jim Rosenblum,"Buick, Pontiac",2,0,0,0,0,0,0,34.5,39.5,0.627837787,0,174.2424242,199.4949495,2.542694505,2,77,0.025316456,1,9,0.1,0,8,0,0,0,,0,0,,,0.030534351
Gary Balough,"<a href=""https://www.racing-reference.info/driver/Gary_Balough/"">Gary Balough</a>",1992,44,Linro Motorsports,27,Jim Rosenblum,Chevrolet,1,0,0,0,0,0,0,34,40,0.4125661,0,171.8221209,202.1436716,1.668726516,2,39,0.048780488,0,14,0,0,4,0,0,0,,0,0,,,0.023529412
Gary Bettenhausen,"<a href=""https://www.racing-reference.info/driver/Gary_Bettenhausen/"">Gary Bettenhausen</a>",1974,32,AMC,16,Roger Penske,Matador,5,0,0,0,1,3,4,9.8,13.8,36.68844347,172.7162978,52.03325251,73.27131476,140.0316465,128,64,0.666666667,0,0,,10,10,0.5,0,0,,0,0,,,0.617647059
Gary Bradberry,"<a href=""https://www.racing-reference.info/driver/Gary_Bradberry/"">Gary Bradberry</a>",1994,33,NAPA,52,Jimmy Means,Ford,1,0,0,0,0,0,1,12,30,5.768148092,132.5605901,57.49980955,143.7495239,24.69272785,13,29,0.30952381,8,17,0.32,3,1,0.75,0,0,,0,0,,,0.37962963
Gary Bradberry,"<a href=""https://www.racing-reference.info/driver/Gary_Bradberry/"">Gary Bradberry</a>",1995,34,Hardee's,"88, 93, 31","Charlie Bradberry, Alan Dillard, Jr.",Chevrolet,4,0,0,0,0,0,1,23.5,37,2.309653057,31.28115653,112.8640312,177.7008151,9.863917912,19,144,0.116564417,9,45,0.166666667,1,15,0.0625,0,0,,0,0,,,0.12238806
Gary Bradberry,"<a href=""https://www.racing-reference.info/driver/Gary_Bradberry/"">Gary Bradberry</a>",1996,35,Shoney's Restaurants,95,Sadler Brothers,Ford,9,0,0,0,0,0,6,28.44444444,32.44444444,4.640656907,83.25074331,136.2219688,155.3781832,19.89033996,80,283,0.220385675,37,166,0.18226601,10,26,0.277777778,0,0,,0,0,,,0.212486309
Gary Bradberry,"<a href=""https://www.racing-reference.info/driver/Gary_Bradberry/"">Gary Bradberry</a>",1997,36,Hanes,"19, 78","Mark Smith, Jim Wilson",Ford,16,0,0,0,0,0,10,32.4375,36.25,2.446399164,76.41382406,148.8991776,166.3998517,10.9737708,104,564,0.155688623,47,268,0.149206349,9,51,0.15,0,0,,0,0,,,0.152145644
Gary Bradberry,"<a href=""https://www.racing-reference.info/driver/Gary_Bradberry/"">Gary Bradberry</a>",1998,37,Pilot Travel Centers,"78, 35","Jim Wilson, Bob Hancher","Ford, Pontiac",13,0,0,0,0,0,8,24.61538462,34.15384615,3.934676328,75.01982554,111.8881119,155.2447552,17.83113157,115,431,0.210622711,50,213,0.190114068,8,44,0.153846154,0,0,,0,0,,,0.19296875
Gary Bradberry,"<a href=""https://www.racing-reference.info/driver/Gary_Bradberry/"">Gary Bradberry</a>",1999,38,Kodiak,41,Larry Hedrick,Chevrolet,1,0,0,0,0,0,0,9,35,2.770799946,0,40.90909091,159.0909091,12.55668682,8,34,0.19047619,3,12,0.2,2,2,0.5,0,0,,0,0,,,0.25
Gary Bradberry,"<a href=""https://www.racing-reference.info/driver/Gary_Bradberry/"">Gary Bradberry</a>",2000,39,Big Daddy's BBQ Sauce,41,Larry Hedrick,Chevrolet,2,0,0,0,0,0,0,36,37,1.939794883,0,163.6363636,168.1818182,8.790745383,12,72,0.142857143,3,27,0.1,2,4,0.333333333,0,0,,0,0,,,0.154761905
Gary Bradberry,"<a href=""https://www.racing-reference.info/driver/Gary_Bradberry/"">Gary Bradberry</a>",2002,41,Duke's Mayonnaise / Sauer's,90,Junie Donlavey,Ford,1,0,0,0,0,0,0,43,43,0,0,195.4545455,195.4545455,0,0,42,0,0,14,0,0,2,0,0,0,,0,0,,,0
Gary Brooks,"<a href=""https://www.racing-reference.info/driver/Gary_Brooks/"">Gary Brooks</a>",1991,42,Brooks Racing,77,Gary Brooks,Oldsmobile,1,0,0,0,0,0,0,40,39,0.843109474,0,202.020202,196.969697,3.414528197,1,38,0.025641026,0,7,0,1,3,0.25,0,0,,0,0,,,0.072463768
Gary Collins,"<a href=""https://www.racing-reference.info/driver/Gary_Collins/"">Gary Collins</a>",1988,28,Wax Shop / Coors Light,24,Marion Collins,Oldsmobile,1,0,0,0,0,0,0,39,33,3.879589765,0,193.9655172,164.1246684,15.93089089,10,32,0.238095238,3,6,0.333333333,1,3,0.25,0,0,,0,0,,,0.263157895
Gary Collins,"<a href=""https://www.racing-reference.info/driver/Gary_Collins/"">Gary Collins</a>",1990,30,Custom Printing,29,Marion Collins,Oldsmobile,1,0,0,0,0,0,1,39,33,3.879589765,142.8754814,196.2075668,166.0217873,15.75971125,10,32,0.238095238,1,5,0.166666667,1,3,0.25,0,0,,0,0,,,0.228571429
Gary Collins,"<a href=""https://www.racing-reference.info/driver/Gary_Collins/"">Gary Collins</a>",1991,31,Justin Boot / Custom Printing,29,Marion Collins,Oldsmobile,1,0,0,0,0,0,0,37,42,0,0,186.8686869,212.1212121,0,1,41,0.023809524,0,5,0,0,4,0,0,0,,0,0,,,0.014705882
Gary Collins,"<a href=""https://www.racing-reference.info/driver/Gary_Collins/"">Gary Collins</a>",1994,34,Venable Racing,20,Jim Venable,Ford,1,0,0,0,0,0,1,43,40,0.4125661,132.5605901,206.0409842,191.6660318,1.766144396,3,39,0.071428571,1,18,0.052631579,0,2,0,0,0,,0,0,,,0.056818182
Gary Fedewa,"<a href=""https://www.racing-reference.info/driver/Gary_Fedewa/"">Gary Fedewa</a>",1986,42,Fedewa Racing,80,Harold Burke,Chevrolet,4,0,0,0,0,0,2,30.75,25,10.38811103,82.70392749,156.2398497,127.024268,41.64373174,58,96,0.376623377,16,34,0.32,8,8,0.5,0,0,,0,0,,,0.383647799
Gary Fedewa,"<a href=""https://www.racing-reference.info/driver/Gary_Fedewa/"">Gary Fedewa</a>",1987,43,Refrigeration Sales,80,Harold Burke,Chevrolet,1,0,0,0,0,0,0,27,27,7.990981574,0,135.8583106,135.8583106,32.37726718,12,26,0.315789474,5,9,0.357142857,1,3,0.25,0,0,,0,0,,,0.317073171
Gary Johnson,"<a href=""https://www.racing-reference.info/driver/Gary_Johnson/"">Gary Johnson</a>",1976,36,Noble Auto Parts,44,Al Clark,Dodge,1,0,0,0,0,0,0,21,29,6.467812282,0,114.1785292,157.6751118,24.31236656,6,28,0.176470588,0,6,0,1,3,0.25,0,0,,0,0,,,0.161290323
Gary Johnson,"<a href=""https://www.racing-reference.info/driver/Gary_Johnson/"">Gary Johnson</a>",1977,37,Noble Auto Parts,44,Al Clark,Chevrolet,2,0,0,0,0,0,1,11,24.5,10.78682955,82.83931357,59.31454684,132.1096725,40.75616638,21,47,0.308823529,15,31,0.326086957,2,6,0.25,0,0,,0,0,,,0.307291667
Gary Johnson,"<a href=""https://www.racing-reference.info/driver/Gary_Johnson/"">Gary Johnson</a>",1978,38,Armstrong Electric,44,Ted Armstrong,Chevrolet,1,0,0,0,0,0,0,14,35,2.770799946,0,75.45928438,188.6482109,10.48790545,0,34,0,0,21,0,0,4,0,0,0,,0,0,,,0
Gary Kershaw,"<a href=""https://www.racing-reference.info/driver/Gary_Kershaw/"">Gary Kershaw</a>",1981,,Edgett Racing,74,John Edgett,Buick,1,0,0,0,0,0,1,33,12,29.69150682,170.7430341,177.5907494,64.57845433,112.5725899,28,11,0.717948718,16,6,0.727272727,4,0,1,0,0,,0,0,,,0.767676768
Gary Klutt,"<a href=""https://www.racing-reference.info/driver/Gary_Klutt/"">Gary Klutt</a>",2017,24,Color Compass Corp. / Fusillo Const.,15,Jay Robinson,Chevrolet,1,0,0,0,0,0,1,34,31,5.105407172,120.2380952,168.7469287,153.8574939,21.14318347,6,30,0.166666667,2,13,0.133333333,2,2,0.5,0,0,,0,0,,,0.219512195
Gary Matthews,"<a href=""https://www.racing-reference.info/driver/Gary_Matthews/"">Gary Matthews</a>",1974,29,Matthews Racing,57W,Gary Matthews,Chevrolet,1,0,0,0,0,0,0,33,26,8.822015575,0,175.2140136,138.0474046,33.6716756,9,25,0.264705882,5,18,0.217391304,1,3,0.25,0,0,,0,0,,,0.239583333
Gary Matthews,"<a href=""https://www.racing-reference.info/driver/Gary_Matthews/"">Gary Matthews</a>",1975,30,Matthews Racing,"57W, 57",Gary Matthews,Chevrolet,2,0,0,0,0,1,2,21.5,11.5,32.91632497,191.9266055,116.0602776,62.07875316,123.1024593,47,21,0.691176471,27,10,0.72972973,4,4,0.5,0,0,,0,0,,,0.672413793
Gary Matthews,"<a href=""https://www.racing-reference.info/driver/Gary_Matthews/"">Gary Matthews</a>",1976,31,"10,000 RPM Speed Equipment","8, 44","Ed Negre, Charles Noble","Dodge, Chevrolet",2,0,0,0,0,0,1,25.5,20,15.5398497,83.30708661,138.6453569,108.7414564,58.4139591,30,38,0.441176471,11,18,0.379310345,4,4,0.5,0,0,,0,0,,,0.430379747
Gary Matthews,"<a href=""https://www.racing-reference.info/driver/Gary_Matthews/"">Gary Matthews</a>",1977,32,Midland Motor Homes,32,Dave Hill,Plymouth,1,0,0,0,0,0,1,30,24,10.64545976,165.6786271,161.7669459,129.4135567,40.22202512,11,23,0.323529412,0,0,,1,3,0.25,0,0,,0,0,,,0.3
Gary Mayeda,"<a href=""https://www.racing-reference.info/driver/Gary_Mayeda/"">Gary Mayeda</a>",1984,30,Sunny King Ford & Honda,64,Elmo Langley,Ford,1,0,0,0,0,0,0,37,37,1.763042309,0,192.5631123,192.5631123,6.903607055,3,36,0.076923077,0,5,0,1,3,0.25,0,0,,0,0,,,0.107692308
Gary Myers,"<a href=""https://www.racing-reference.info/driver/Gary_Myers_(2)/"">Gary Myers</a>",1974,24,,87,"Myers Racing, Newsom Racing",Chevrolet,2,0,0,0,0,0,0,35.5,35,2.783407374,0,188.4878025,185.8330447,10.62364823,6,68,0.081081081,2,38,0.05,1,3,0.25,0,0,,0,0,,,0.082352941
Gary Myers,"<a href=""https://www.racing-reference.info/driver/Gary_Myers_(2)/"">Gary Myers</a>",1976,26,Miller Roofing,"95, 4","Junior Miller, Gary Myers",Chevrolet,15,0,0,0,0,0,6,27.26666667,25.53333333,10.49417757,66.64566929,148.2508522,138.8265927,39.44738663,135,368,0.268389662,88,238,0.26993865,25,31,0.446428571,0,0,,0,0,,,0.298042059
Gary Myers,"<a href=""https://www.racing-reference.info/driver/Gary_Myers_(2)/"">Gary Myers</a>",1977,27,Spencer's Baby Wear,4,Gary Myers,Chevrolet,10,0,0,0,0,0,5,29.6,20.5,17.75914883,82.83931357,159.6100533,110.5407464,67.09986667,137,195,0.412650602,95,121,0.439814815,21,15,0.583333333,0,0,,0,0,,,0.452643172
Gary Myers,"<a href=""https://www.racing-reference.info/driver/Gary_Myers_(2)/"">Gary Myers</a>",1978,28,Spencer's Baby Wear,4,Gary Myers,Chevrolet,19,0,0,0,0,0,12,26.26315789,20.73684211,15.13400592,102.0685249,141.5570786,111.770519,57.28454822,268,375,0.416796267,157,205,0.433701657,38,38,0.5,0,0,,0,0,,,0.439257929
Gary Wright,"<a href=""https://www.racing-reference.info/driver/Gary_Wright/"">Gary Wright</a>",1991,32,Action Rent-to-Own,64,Billy White,Chevrolet,1,0,0,0,0,0,0,37,33,3.879589765,0,186.8686869,166.6666667,15.71203865,7,32,0.179487179,3,7,0.3,1,3,0.25,0,0,,0,0,,,0.226666667
Gene Coyle,"<a href=""https://www.racing-reference.info/driver/Gene_Coyle/"">Gene Coyle</a>",1984,29,Bahre Racing,23,Dick Bahre,Chevrolet,2,0,0,0,0,0,2,34,19.5,15.87216366,151.9944979,176.949887,101.4859646,62.15119198,41,37,0.525641026,18,18,0.5,7,1,0.875,0,0,,0,0,,,0.576923077
Gene Felton,"<a href=""https://www.racing-reference.info/driver/Gene_Felton/"">Gene Felton</a>",1976,40,Truxmore,93,Junie Donlavey,Ford,1,0,0,0,0,0,1,36,16,21.12462616,166.6141732,195.7346215,86.99316512,79.40701312,20,15,0.571428571,2,2,0.5,0,0,,1,0,1,7,28,0.205882353,1,0.677966102
Gene Riniker,"<a href=""https://www.racing-reference.info/driver/Gene_Riniker/"">Gene Riniker</a>",1975,33,Reynolds Racing,89,Tom Reynolds,Chevrolet,1,0,0,0,0,1,1,32,10,35.49612455,191.9266055,172.7408784,53.98152449,132.7505495,25,9,0.735294118,14,5,0.736842105,4,0,1,0,0,,0,0,,,0.784090909
Gene Romero,"<a href=""https://www.racing-reference.info/driver/Gene_Romero/"">Gene Romero</a>",1972,,Sta-Power,52W,Kevin Terris,Plymouth,1,0,0,0,0,0,0,36,39,0.843109474,0,178.1985798,193.0484614,3.442462935,12,38,0.24,2,6,0.25,0,4,0,0,0,,0,0,,,0.195121951
Gene Thonesen,"<a href=""https://www.racing-reference.info/driver/Gene_Thonesen/"">Gene Thonesen</a>",1981,27,Thonesen Racing,7,Gene Thonesen,Buick,1,0,0,0,0,0,1,40,22,12.72130226,170.7430341,215.2615144,118.3938329,48.23163578,18,21,0.461538462,8,14,0.363636364,4,0,1,0,0,,0,0,,,0.505050505
Geoff Brabham,"<a href=""https://www.racing-reference.info/driver/Geoff_Brabham/"">Geoff Brabham</a>",1994,42,Kmart,7,Michael Kranefuss,Ford,1,0,0,0,0,0,0,18,38,1.292831325,0,86.24971433,182.0827303,5.534450843,5,37,0.119047619,2,20,0.090909091,1,3,0.25,0,0,,0,0,,,0.12745098
